,user,enrolled
31484,362392,1
46063,159089,0
29081,292596,1
27891,285584,1
49391,329643,1
39049,108975,1
39271,300322,0
26564,144003,0
33726,128748,1
40253,293926,1
10050,133618,1
498,171438,1
28116,142727,1
48362,147407,1
20023,341505,0
47659,163554,1
35870,132349,1
6420,112497,0
40437,34061,0
39114,253377,0
49963,51459,1
10038,309678,0
21019,27415,1
14630,20875,1
166,241331,0
38629,317605,1
455,357997,1
15091,123827,0
41799,65988,0
34600,349442,0
38259,266515,1
19297,21157,0
28740,360672,1
11695,334793,0
7486,275767,1
1014,23395,0
30040,47938,1
40682,284540,0
10433,91825,1
38622,208218,1
25097,286403,0
22232,319629,0
49076,366257,1
7064,222615,0
12436,297494,0
33959,340938,0
21738,165564,1
35530,356058,1
10503,325849,1
22917,113322,0
5547,341812,1
16566,176039,0
27532,317097,0
1597,73403,0
2977,162550,1
31995,346458,0
15656,12784,0
2265,280719,0
10029,173979,1
16838,140478,0
28408,190234,0
14970,211234,1
28281,85935,1
37713,291314,0
22792,169914,0
21168,53960,1
46955,245957,0
22690,40470,1
20356,288617,1
30046,341399,0
43366,259124,1
44017,154433,1
39957,247522,1
42909,200950,0
9885,66393,1
45700,356878,1
26870,70981,1
14977,344353,0
30251,225807,0
27293,14852,0
11218,52503,1
2839,246823,0
30434,63685,0
46006,18330,1
5913,186578,1
45448,160793,1
44474,313033,1
45061,116342,0
42664,327923,1
36822,361062,0
18733,63794,1
3180,185802,1
27983,273998,1
14223,91926,1
15560,165541,0
39338,226773,1
13417,245820,1
1383,166665,0
30427,184595,0
45946,52779,1
10923,74783,0
8888,331590,1
42682,339033,1
8449,167777,0
36302,133952,1
2863,107915,1
39855,137349,1
46468,170913,1
30102,69944,1
31505,228934,1
41433,72800,1
8355,357298,1
38546,255824,1
36968,16355,1
47730,68717,0
9710,180091,0
21536,165866,1
27648,310914,1
38038,49773,1
25970,257144,1
33017,3844,1
6041,13897,1
9252,198430,0
35687,365815,1
34085,181252,0
8460,310743,1
47358,331140,0
38110,81566,0
28310,161498,0
24840,257417,0
3447,81754,1
36103,252287,1
26606,127710,1
6285,271907,1
1821,369347,0
27201,187358,0
46151,71945,0
22932,56072,1
39442,265390,0
41571,115336,1
16298,206358,0
23697,341064,0
2662,21336,0
3920,144271,0
10128,8098,0
26978,336570,1
32607,115666,1
47000,202334,0
22210,171273,1
330,198468,1
19228,51353,1
48273,134135,1
18098,83192,1
11606,95940,1
44853,12191,1
4920,302493,0
19701,237865,1
31014,247220,1
11614,102395,0
15295,73513,0
49322,331096,0
33803,3224,1
15929,368332,0
26790,300915,1
36358,288851,0
30542,343447,1
23446,268646,0
45581,359881,1
639,127157,0
38221,290118,0
34356,169403,1
26563,298240,0
23263,364648,1
11255,370037,0
12826,267164,0
2580,186162,0
6737,162619,0
15072,127727,1
30538,296076,0
2384,150041,1
31637,26929,1
42479,334889,1
41824,353234,1
12869,293444,0
24249,328889,1
43456,159351,0
30698,63344,1
39202,263407,1
26421,1603,1
23425,311576,1
3497,27030,1
38369,67978,0
44180,292634,1
33701,173079,0
19603,142016,1
20052,99187,1
29656,128027,0
2433,268406,1
14019,252689,0
261,321781,1
35049,261035,0
41954,364067,1
40658,266348,1
40090,72381,1
10441,357663,1
10968,335715,1
23900,8740,0
6780,62512,1
29124,291227,1
25359,157307,1
49070,317531,1
45449,260732,1
26088,7338,1
6515,247528,1
11699,115164,1
8556,232341,1
8667,7229,1
5472,338712,0
17591,351467,0
49945,147312,1
34452,31436,0
16339,132832,1
8953,94654,1
7955,223488,1
11920,226979,1
7310,19161,1
24935,289962,1
1731,136736,1
34254,165389,0
34133,273608,1
9597,290743,0
12040,314506,1
27621,211158,0
48592,337840,0
40211,282930,1
14290,7485,1
22733,359056,1
21300,200072,1
48999,344957,1
15050,215576,0
15969,78719,0
5026,122179,1
41363,122468,1
11749,154427,1
29205,233829,1
49779,263436,1
10278,152182,1
43576,325493,1
4188,197447,1
2439,259579,0
41989,217055,1
46828,8450,0
45137,312177,0
22756,61398,1
18696,113246,1
1930,131966,0
31568,220335,1
11869,324657,1
30168,230520,0
17519,138739,1
34250,92058,1
7124,261148,1
34876,335814,1
14753,334973,1
47568,25160,1
43413,259837,1
1493,255539,1
1893,206119,1
34937,131924,0
24087,353898,1
26767,350048,0
48491,182312,0
44177,282251,0
20898,193722,1
6974,22220,1
8246,255000,1
896,130787,1
23536,22411,0
29878,248387,1
40979,102922,0
13059,35604,1
29676,212651,0
13903,170736,1
33583,271019,1
36702,87572,0
26876,357006,0
15201,112646,0
5249,221838,1
559,287414,1
19751,148107,0
27056,11240,1
12465,30797,1
49734,319605,1
825,226767,1
32549,110115,0
33576,206136,1
15339,37172,0
34432,258461,1
2184,287786,0
47430,343685,1
39840,156315,1
47203,336625,0
15625,183747,1
31958,165740,0
6315,233005,1
4110,24155,1
14809,109876,0
6371,65497,1
24768,172990,1
19155,186767,0
14622,152002,0
41289,80597,1
30273,117653,0
40142,21991,1
41730,124694,1
13704,211604,1
33859,99262,0
48229,301433,1
15467,320603,1
13978,280421,1
33574,73554,0
23265,53402,0
6848,39458,1
6002,248898,1
38735,282830,0
33991,207750,1
24982,149131,1
20581,244046,1
27115,177038,0
19795,168293,1
2403,58207,0
20991,204787,1
14363,236034,0
40125,332054,1
12419,38645,1
28400,233146,0
33074,291885,1
30234,199002,0
5200,72256,1
15013,177495,0
32251,96316,1
43323,222342,1
7808,152429,1
39183,90048,0
12354,20512,1
27250,182463,1
36247,100165,0
17066,261245,1
2878,344951,1
28018,579,1
46313,357225,1
6369,126204,1
45935,135031,1
9675,330244,1
40816,332368,1
19325,110415,0
3314,312322,0
28752,98162,0
11198,95281,1
30320,197842,0
49745,71535,1
29944,351062,1
34924,74881,1
23228,210771,0
14273,138509,0
27453,191834,1
24181,43638,1
35649,320110,1
14715,4262,0
48729,334310,1
28493,39357,0
41689,367633,1
6775,289008,0
37716,76653,1
8230,200932,0
16756,68090,0
14029,152255,0
49982,352052,1
9698,52767,1
21041,254106,0
12565,2960,1
36918,179179,1
107,54898,0
393,46254,1
25544,313732,1
41856,142254,0
20441,202625,1
19184,124000,0
33732,106164,1
14401,359157,0
41440,275270,1
43672,182302,0
5887,180807,0
48158,63341,1
33634,85728,1
43100,152520,1
22901,234289,0
31725,167625,1
48674,99295,1
17823,297852,0
35994,108616,1
36735,247438,1
18005,27739,1
31363,169361,1
14473,309621,0
41527,297192,1
7063,56478,1
10130,95174,1
11809,218423,0
25466,319582,0
3339,201039,1
12960,228424,0
33610,77501,0
29783,301839,1
38197,37360,0
3918,354968,1
24425,340406,0
24730,112000,0
22842,290604,0
47893,130247,0
10788,360717,1
46300,46334,1
17023,288224,1
855,338388,1
10868,343751,1
3578,211356,0
7494,323403,1
41012,351713,1
29696,330922,1
2344,79199,0
8561,307439,1
41302,149018,0
2646,346506,0
20142,61794,1
8105,92982,0
25267,195267,1
10035,163312,1
3619,19425,0
42090,143596,1
4877,132820,0
27374,315377,0
33325,202834,1
31754,62269,1
22407,196995,0
48192,303253,1
3967,219715,1
28278,235012,1
34627,315280,0
12913,298768,1
11146,315697,0
36198,134026,0
36811,275328,0
48950,50246,1
5710,370522,1
26761,98103,1
3693,358994,0
39474,327160,1
34961,63533,1
31419,63111,0
33480,22430,1
33792,221061,1
14896,11565,1
32130,237179,0
26653,90525,0
9765,177796,1
5101,269699,1
22135,183284,0
48855,232968,0
36926,106877,0
2946,231598,0
21096,201217,1
43305,195978,0
34952,11602,0
11089,31926,1
33046,42870,1
33372,90357,1
2373,372940,1
29976,143141,0
1943,83313,1
11055,131332,1
39791,213995,0
44528,2671,1
24411,150890,1
48213,287645,1
6170,367833,0
23883,348525,1
13444,316619,0
43474,51978,1
21060,89482,1
10803,270083,1
48640,205944,1
44146,186449,1
2034,157058,1
2466,198253,0
44674,326376,0
4422,141957,0
14214,350282,1
44276,119733,1
23122,87766,0
42781,245082,1
18521,80703,0
18683,92246,1
34803,279404,0
32643,170316,0
14890,355675,0
16882,366049,1
18777,82044,0
31764,159714,1
33510,193482,1
14639,126496,1
34776,174317,1
33227,42762,0
39138,304483,0
38986,210040,0
8217,76143,1
18144,151080,1
7898,361368,0
46631,198331,0
31043,336512,1
27219,353908,1
36966,251564,0
23391,134093,1
44143,334991,0
2700,345721,0
25096,121260,1
45724,32780,1
48566,296670,0
36903,37965,1
46136,297896,0
10026,206979,0
1352,235854,1
45772,17636,0
14201,187095,0
26672,80378,0
24044,10429,1
42130,117347,0
19589,2931,0
4857,165970,1
46876,215000,0
24960,336491,0
2906,152953,1
10263,151537,0
3694,145805,0
6069,119547,0
36172,285273,0
9501,12446,1
29902,269594,1
16145,345733,1
413,129912,0
7909,100229,0
46155,7377,1
13251,159939,0
47700,170580,1
3309,177012,0
48968,370800,0
35932,77327,0
36278,126873,0
32138,189463,0
2519,185240,1
28433,272708,0
43941,135047,1
44327,165779,1
19525,57460,0
22060,126093,0
22726,22928,1
36666,289353,0
37592,323929,0
26135,223554,0
15604,294043,1
34050,272200,1
6867,243575,1
25751,121251,0
24312,116031,0
27950,269697,1
28044,336186,0
36675,247311,1
19994,146801,0
46424,248265,1
17651,181226,1
31499,323269,1
24889,247488,1
44198,322501,0
8060,51012,0
46822,291726,1
17703,178246,1
48039,135734,1
34869,263006,1
45294,342697,0
30465,337150,0
26810,333430,0
43612,360111,0
25570,354064,1
23553,364400,1
8801,354356,0
1535,202784,0
26979,27940,1
24119,267903,1
11214,64731,0
27809,53915,1
18689,70016,0
37613,93230,1
20139,120039,1
2765,135470,0
17961,282124,0
12037,111042,1
37269,314839,1
10085,228447,0
21450,224132,0
15456,108729,0
47172,245016,1
4291,166421,1
42581,362544,0
26101,318258,1
14279,272685,1
9210,161792,0
24365,108469,1
21712,188435,1
28779,312143,0
42540,169510,1
19275,235976,1
141,167756,1
49324,362408,0
19330,317656,1
32710,1860,0
22587,141979,0
43215,95462,1
35444,277058,0
40643,264115,0
41144,314524,1
34196,142707,1
45302,313634,1
23653,225002,0
24918,51220,1
28059,282925,1
3950,19290,1
28470,313933,1
13506,132328,0
46262,117203,1
6193,20057,1
47099,236603,1
29337,73982,0
44346,205306,1
26518,5439,1
41383,224980,1
49504,320714,0
25786,335980,0
34282,138123,0
43503,325373,1
16819,15666,1
13361,262499,1
19851,355679,0
577,196506,0
32060,264520,1
29261,192275,1
39952,140396,0
9637,24064,1
28913,250235,1
46838,285677,1
27155,336033,1
919,324066,1
22519,142415,0
44162,320785,1
5239,264958,1
46729,135792,0
34903,335387,1
12049,262121,1
30586,4194,1
423,305100,1
17299,80561,0
44069,85350,0
9039,50586,1
36136,198277,0
13406,296611,0
47089,112740,1
41867,76105,1
6850,273750,1
8056,174426,0
10947,155770,1
33557,68668,1
46919,311075,0
26638,270504,0
1367,28812,1
47070,351075,1
46315,320772,1
37871,254147,0
25716,165673,1
15125,361603,0
17977,69154,1
17457,252012,1
37674,285855,1
33936,210526,1
29435,202010,1
37550,6616,0
42312,362471,0
20335,23614,1
26399,118765,1
38647,13416,0
45458,167144,1
11576,306671,1
24902,343249,1
33589,330457,1
16368,137416,1
29346,118463,1
8797,55810,1
32647,195557,0
42422,188579,1
21067,365692,1
43961,69718,1
47046,89453,1
23109,45836,0
37921,120438,1
25652,150894,1
22786,114108,0
36403,76562,1
26299,179307,0
14608,213884,1
31984,143026,0
837,324684,1
30458,279927,0
49316,201026,0
5728,66001,0
40740,127047,0
12328,208403,0
29215,111431,1
37546,73216,1
38499,89746,0
35319,56364,0
31463,290809,1
34338,9929,1
13151,84601,1
35813,171560,1
14062,70046,1
26931,203713,1
14210,158586,0
23539,4482,1
49735,225230,1
5012,77153,1
19154,233475,1
34394,363248,0
43478,227791,1
19056,148480,0
25034,301946,1
39673,160778,1
30543,305261,1
20702,182350,0
38114,196733,0
22227,161553,1
33830,180083,1
1969,207397,0
18006,97179,1
19248,177725,1
39975,51751,0
11748,349717,0
30925,69322,0
35665,10278,1
14393,241362,1
41410,110677,1
27686,205864,0
40606,68181,0
21423,213197,1
22929,146136,1
36609,123817,1
41212,102335,0
8473,151544,1
5414,163444,1
23566,16488,1
16540,295038,1
34455,51319,0
7625,43166,0
15685,219178,1
19149,273405,1
7054,301226,1
44594,247672,1
48156,78088,0
43176,351429,0
44509,161044,1
14704,241740,1
37501,31150,1
18353,44504,0
47500,7792,1
19448,270682,1
8719,200137,1
1130,295034,1
9303,107057,1
19579,74339,0
3219,57183,1
31890,231592,1
14070,134520,0
39990,287010,0
17430,155010,0
47891,62485,1
36635,199979,1
22853,369238,0
10995,347053,1
295,231701,1
46029,9619,0
25651,126178,1
9100,62937,0
7262,318761,0
13392,60341,0
15548,97905,1
10990,192671,1
37082,94657,1
27148,269107,0
46892,350565,0
32275,249919,1
45718,263154,1
22658,246700,1
45454,326563,0
39357,189170,1
1996,163071,1
17834,166809,1
26316,262193,1
25239,322452,1
264,54275,0
49193,219293,1
36638,138317,1
45289,87047,1
19211,122481,1
29851,24607,1
23246,1905,1
35970,187486,1
8070,290038,0
14827,98508,0
38869,54792,1
16336,213464,0
40954,149252,1
39196,325351,1
21348,212166,1
24878,149491,1
45752,200598,1
3166,148361,1
23311,78304,1
35880,267715,0
27898,268609,1
10507,338652,1
19342,240327,1
815,115377,1
24683,178082,1
18876,356229,0
31862,268124,0
16613,107929,1
3376,57408,1
40736,96116,1
6305,234622,0
21429,341449,1
7161,129564,1
3849,78424,1
16794,305698,0
15294,349302,1
40248,253242,0
43016,346143,1
17941,97797,1
4925,198546,1
28251,328457,0
27830,355898,1
21335,370905,1
26725,217779,1
44216,247512,1
9456,152176,1
8763,206765,1
34240,285433,1
35139,15412,1
17199,352619,1
38179,38195,1
17234,22207,0
4490,261926,0
11132,342379,1
13577,173915,1
5597,165129,0
40092,244257,0
21837,325900,0
9415,82270,1
35999,179275,0
48981,363760,0
23016,42740,0
22525,180912,0
3099,93662,1
23398,229523,0
44063,208888,1
10713,301785,0
16295,62393,0
42371,13055,1
31331,297650,0
17151,28544,0
2793,104915,1
44784,155158,1
32899,199531,0
12556,336234,0
6207,217764,1
28730,231153,1
33051,102604,1
16364,250043,0
10591,6038,1
1437,321046,1
11492,34978,0
9060,169170,1
25514,280085,1
11647,52184,1
28887,14907,0
8075,109196,1
20608,266601,0
43073,86870,1
38201,163845,0
32140,187083,0
18078,306897,1
47867,278956,1
22951,279611,1
3068,134772,1
17850,364542,0
48926,329365,1
2916,335154,0
37765,100834,1
15902,230516,0
10160,339527,1
18870,101828,1
4671,256354,1
15981,49192,0
14708,327296,0
28892,310688,1
13990,195318,1
28089,180495,1
33063,317767,0
44290,342055,1
10482,277217,0
933,142336,0
2345,353056,0
27487,281036,1
13177,291803,1
48396,43679,1
37242,189961,1
26263,288640,0
18637,339093,1
20240,161064,1
10367,338646,0
13706,356551,1
22955,208195,0
36629,278483,1
13188,99478,1
15098,185975,1
47447,217963,1
15834,267743,1
31614,118610,1
6383,44080,1
49231,279446,1
19428,52656,1
9934,144020,1
40628,27148,0
6165,179798,0
7147,78674,1
28835,192382,0
41812,121789,1
43963,307759,0
37740,356437,1
47501,38366,1
9976,233536,0
37565,101151,1
34458,195372,1
7060,307169,0
18860,146383,1
49715,355068,1
46354,259631,1
35400,242202,0
33878,304633,0
18092,189441,1
7721,234173,1
16108,167414,0
14087,48821,1
19731,108341,0
22735,241166,1
8013,324774,0
28534,191550,1
2653,302663,1
32425,324325,0
15175,351094,1
14804,143137,1
27485,312157,0
17744,131660,1
15137,326911,0
39497,104075,1
45862,61225,1
30203,188130,0
10557,186180,1
6186,300053,0
5116,177953,0
38794,176646,1
44431,293091,1
24718,91016,1
24847,220228,0
1698,198598,1
32402,207165,1
36401,127286,0
28184,148573,1
41129,73936,0
29801,12651,1
22715,233066,1
19632,279352,1
4905,366532,0
8327,3596,1
18457,241940,0
45608,112588,1
8789,139595,1
30566,203697,1
2979,231084,1
28492,20898,0
15358,84211,1
6660,97781,0
44660,93442,1
4119,26669,1
6089,279277,1
476,236797,1
30807,196118,1
1044,225559,0
35263,217246,1
424,354305,1
49031,296223,0
28277,150021,0
23887,9572,1
13447,333883,1
11512,51134,1
17904,165297,1
2037,167589,1
34391,163256,1
35928,159679,0
18989,260431,0
27765,181322,1
29549,351935,1
20800,203325,1
46071,312409,1
24855,89253,1
38785,213116,1
37229,203606,1
2020,196473,0
45741,320814,1
49407,269426,1
42769,331806,0
19329,355484,0
37442,299503,1
43258,78400,0
8374,306657,0
8729,108560,1
4257,131231,0
36766,36446,0
2517,246059,0
3600,138503,0
39723,189180,1
19033,189300,1
20641,196932,1
33277,173447,1
41174,153899,1
40019,98144,1
14662,142440,1
12773,69063,1
40374,312567,1
27099,283169,0
38849,360590,0
34791,338369,1
24937,182383,1
32258,341952,1
39053,298965,0
45193,373190,0
24176,314587,1
46925,132809,1
1790,189707,1
21968,128191,0
28453,167036,1
28539,257103,1
40373,127890,0
11979,182916,1
3108,183290,1
9683,177923,0
11813,300033,0
9464,259101,1
20251,198318,1
10642,325679,0
37896,73566,1
11962,363597,0
3616,338683,0
37538,105829,1
17871,208734,1
14561,357348,0
17213,321392,0
33368,53543,0
13911,94344,1
33952,3209,1
22447,299143,1
13891,38700,1
2590,135238,0
16777,207381,1
34113,21640,1
14324,353379,1
30693,193260,1
1475,249175,1
20989,78364,0
23984,228361,0
7691,68630,0
19279,181906,1
20658,50525,1
2515,138982,1
21481,279476,1
27597,264508,1
14077,291286,0
12894,104514,0
27636,306440,1
27414,74810,1
24587,2075,1
25806,239183,1
30517,188593,0
36815,347563,1
34513,299860,0
2575,279965,1
11004,156099,1
40584,125555,0
47651,130484,1
22509,242837,1
17426,335149,0
32252,223130,0
6576,294634,1
9471,57065,1
34043,176157,1
22761,183921,1
47344,136408,1
35886,349996,0
186,328645,1
30466,88908,0
46425,80886,1
2620,23598,1
16165,38456,1
13762,335776,1
38935,217895,1
36438,70908,1
45905,213360,1
34004,255508,1
45682,345268,1
6988,300968,0
26017,29188,0
40321,97166,0
22243,203351,0
2444,270553,1
9760,179816,1
28782,240239,1
20932,85913,1
10902,330714,0
26681,65706,1
23137,172436,0
5393,227910,0
28317,255922,0
32380,114390,1
40184,295779,0
22671,272537,0
20571,372140,1
24212,136935,1
32218,171520,1
17268,292648,1
31382,53345,1
16358,177705,1
48412,266660,1
13676,302339,0
21532,147000,0
13935,43932,1
1710,217397,1
27013,18306,1
48085,101541,0
28624,230510,1
22357,205691,1
6809,218244,1
21296,256984,1
33533,311157,0
29116,350236,0
31547,21630,0
40833,68716,1
26972,192143,1
42192,347174,1
6398,123220,0
30539,66559,0
33669,110385,1
46428,145074,1
19161,175328,1
45393,150410,1
42085,167564,0
17844,18918,1
46203,89972,1
12180,209913,1
16116,290302,1
26920,18205,1
27153,64315,1
10954,158899,1
5650,90997,0
46500,116217,1
7382,294402,1
2750,167748,1
42415,17858,1
46406,318019,1
19631,16528,1
27206,146316,1
27352,253926,0
46648,95136,1
17865,156466,1
19332,75745,0
24612,177470,0
21626,244494,0
7988,278797,1
26075,222826,1
40848,54760,1
38128,359794,0
9235,363348,1
46376,233714,1
40245,324327,0
719,89760,0
25004,199554,1
20398,9500,1
27329,146227,1
4957,65106,1
49818,265139,0
43051,195645,1
29264,371227,0
26024,26688,1
36756,82007,0
44767,176736,1
9788,207040,1
43509,114241,0
31674,78019,1
21267,176726,0
16834,208270,1
6045,99761,0
3729,884,1
27018,128171,1
22939,98653,1
24760,121101,0
31661,362170,1
5946,366086,1
25946,355041,1
42569,151123,1
10560,29234,1
44024,284801,1
14822,120454,0
37285,260856,1
13799,16120,1
45551,267340,0
8149,84831,0
10187,194518,1
16097,327143,1
47749,61701,1
30355,166264,1
33448,345708,1
15554,214930,1
21071,286152,0
41387,198293,1
42656,115339,1
17330,256710,1
35759,226226,1
45618,4879,0
31171,37179,1
37240,11484,1
33498,201647,1
16316,119987,0
3522,299765,0
14345,174311,0
16307,24959,0
23106,305532,1
13856,296505,1
24550,882,1
43357,37898,0
966,244895,1
10453,51654,1
40787,359911,1
35129,262702,1
12936,57960,0
215,234265,1
9992,265232,0
37893,95916,1
23497,18931,0
47153,142242,1
13258,14618,1
19022,281397,1
8591,318516,0
41802,80601,0
17385,92684,0
10741,113631,1
38052,45459,1
26470,68324,0
6181,363103,0
199,262169,1
42045,277164,1
2832,208225,1
30908,251807,1
25602,329162,0
24321,335766,1
37819,28327,0
24023,227109,1
7252,210092,0
38572,354438,0
17541,297659,1
21611,224375,1
32307,157171,1
24557,325008,1
6278,55597,1
14520,280729,1
3310,357127,1
42284,328691,1
27507,128936,1
3644,243916,1
25202,342993,1
44749,239831,1
18194,264369,1
32542,235283,1
42912,18632,1
18759,59667,0
37582,14455,0
25853,89977,1
27685,221072,1
26453,181234,1
32626,292871,1
49159,185865,0
18765,240931,1
14689,184766,0
47890,194371,1
3342,213025,0
46228,275054,1
8702,207302,0
12566,162270,1
9469,216428,0
45066,170950,0
18213,300266,1
3700,168756,1
47941,204093,1
41330,145585,1
33490,105895,0
4836,45161,0
2298,248529,1
43966,324971,1
7390,273969,0
14397,231856,1
32048,165226,1
27070,109401,0
37560,27982,1
31478,370922,0
18075,258402,1
30877,277834,1
26868,185170,1
20969,103425,0
34471,326410,1
2192,21847,1
83,123984,1
9135,253949,1
20646,207082,0
1526,305823,0
46005,309326,0
26990,94012,0
10084,223809,1
38594,262086,1
31832,181098,1
8129,332070,1
8990,165615,0
49618,235268,1
36734,146290,1
37092,90099,0
21198,71785,1
45760,329179,1
10840,267146,1
37372,194318,1
34896,198176,0
5031,355370,1
30846,251794,1
41574,190557,0
13967,334574,1
3277,21059,0
40805,79533,1
19982,193478,0
41933,17659,1
2560,207232,0
34986,90555,0
1419,249004,1
13099,323881,1
23492,106617,0
11905,285234,1
17587,293826,1
21277,291688,1
16249,341463,1
45844,125831,1
37583,172103,1
34323,11350,1
4848,356428,1
2791,62851,1
13052,238098,1
43705,244101,0
1947,211272,0
30782,74288,0
49882,97817,1
32282,104519,1
29917,342286,1
37755,83328,0
12908,337515,1
9693,307774,0
20368,14127,1
22807,182620,1
29126,225218,0
28391,107010,1
852,131619,1
5601,260628,1
31227,105776,0
9109,309819,0
23993,51034,0
33029,269124,1
27371,328308,1
1853,149703,0
13632,287706,0
5053,146095,1
3046,49261,1
4968,89600,1
11968,155879,1
26381,132028,1
42744,17964,1
14142,156764,1
23738,5474,0
44037,173166,0
15922,196271,0
3803,25698,1
24015,201232,0
32499,91523,1
36806,218981,0
29003,11120,0
38791,289710,1
12794,194478,0
22443,336473,1
45418,206153,1
38070,178530,1
46881,359817,1
20149,218908,0
20433,309427,0
25572,353576,1
35829,104145,0
10496,279558,1
6979,52267,1
33345,42846,1
17421,314526,1
6091,252421,0
14974,246254,1
20886,158479,1
21474,71456,1
183,182226,1
5079,226424,1
11758,84558,1
28355,129613,1
7648,117663,0
4929,247744,1
45420,116832,1
45413,331987,1
11730,132376,1
1085,309152,0
6497,301527,1
38828,334756,1
29047,78804,1
12264,290353,1
38403,127050,0
33969,234193,1
25988,286677,1
16603,161561,1
35204,225533,1
18935,46981,1
42611,137461,1
47507,138440,0
24744,259593,1
29174,301669,1
16822,129159,1
21150,200953,0
32869,30450,0
36317,265982,1
48435,130399,0
10827,286882,1
34824,228449,1
45467,226240,1
26864,135797,1
49297,325016,0
43704,96072,1
41333,244176,1
47879,72679,0
46897,248601,1
46312,43117,0
45994,313203,1
29250,110341,0
35260,281878,1
6838,146506,0
7285,207722,0
17195,314476,1
39646,265894,1
45548,241127,1
18760,349326,1
21528,133717,1
1879,176848,1
18809,29,1
30791,56669,0
21928,319306,1
12152,271052,0
14610,160943,1
41681,239919,0
30568,152850,1
7912,310488,1
2659,60682,1
44088,106123,1
41500,313881,0
19340,175609,1
33442,7159,0
45563,148715,0
38831,195582,0
34601,95828,0
27378,162223,1
10189,48094,1
38973,236946,1
5538,151271,0
41296,309748,1
32842,270246,0
38669,199265,0
8930,119859,1
25017,266554,1
46649,281122,0
19844,65368,1
9861,242676,1
15066,53799,0
11362,265763,1
41585,311583,1
15578,280569,0
24169,262216,1
9507,92457,1
3144,345415,1
39118,341920,1
1663,284182,0
48155,25865,1
40776,42035,0
8408,80496,1
12879,240187,1
40491,105443,1
23312,92389,1
46718,284909,0
33356,338812,0
28270,36472,1
18741,53755,1
24626,187205,1
31943,42399,1
19152,69107,1
8753,106217,1
8952,358808,1
35768,298861,0
42714,86328,1
28885,295491,1
7441,285643,1
39558,265404,1
26490,273714,0
12642,208192,1
41970,267544,0
34883,305376,1
40187,250184,1
3007,272906,0
14030,120145,1
11628,363230,1
17847,146449,1
17804,221971,0
12458,169002,1
26044,266347,0
40003,198007,0
9208,53532,1
36505,189983,1
32288,309087,1
34099,225898,1
41307,158674,1
5246,119596,1
35852,80702,1
4435,278609,0
19959,318627,1
47614,79219,0
41416,130234,1
23744,358351,0
40811,178319,1
25892,102102,0
24066,207461,1
13457,221761,1
11091,27880,1
190,133478,1
46809,38972,0
35270,291939,1
42951,193634,0
44415,268930,0
2397,142831,0
17907,359285,0
30921,281370,1
19630,208076,1
34839,20200,1
27181,328819,0
49252,297492,0
18445,69495,1
23080,116318,0
19074,59416,0
15282,209008,1
39980,110888,0
8731,197755,0
48289,102543,1
22844,145314,0
6634,181632,0
15975,243318,1
47732,51766,0
3490,311549,0
564,220230,1
35007,4820,0
13776,9272,0
24714,185858,1
34619,343759,1
13208,351918,1
18736,182311,0
6425,266464,0
1157,313213,1
16253,221458,1
4845,115097,1
41036,317138,1
41755,362217,1
43567,116320,1
43518,240593,0
34507,127643,1
38479,352743,0
37195,194100,1
48658,370482,0
19221,145402,0
5144,45119,1
25903,38672,0
49908,109222,0
8512,75665,1
40044,7397,1
29411,135413,1
4195,46133,1
48608,314712,1
16774,69865,0
38821,325688,0
25451,345209,0
33113,289397,1
27190,176541,1
27264,232291,1
48250,348150,0
12386,186531,0
46600,100774,1
28296,295453,1
25220,352398,1
37125,320899,1
1737,177985,1
20680,131877,1
34130,65530,0
33321,203667,1
46573,175100,0
39260,188270,1
20195,122047,1
17730,253832,1
33780,97006,1
20919,207578,1
12508,266140,1
24594,356122,1
659,102983,0
43857,195482,1
3965,225894,0
4491,77324,1
27945,179233,1
9310,101298,0
15524,56050,1
41470,124906,0
36722,219144,0
21745,55792,0
33308,167769,1
16804,184862,1
2536,367057,1
13277,5020,1
46386,352416,1
28456,300285,1
32663,143243,1
469,306344,1
30115,328659,1
33892,82759,0
31006,75421,1
3839,298045,1
45649,200147,1
34965,124180,1
10922,308353,0
34624,153929,1
27175,84629,1
12485,114422,0
144,138529,0
38354,25279,0
28946,232984,0
41512,321511,0
1294,231296,1
11861,13294,1
16402,246407,1
27573,300860,1
7980,172000,1
1782,214836,1
30377,142958,1
42958,249600,0
269,152317,0
14198,241888,0
39345,181534,1
1212,79668,1
39915,259560,1
35849,75706,0
8252,36968,1
36680,175409,0
44380,56408,1
8499,103307,0
40949,316761,1
47913,18907,1
29286,39480,1
48721,179896,1
8080,20681,1
13628,291725,0
24063,4911,0
33266,96156,1
22059,333344,0
34878,128156,1
23031,32136,0
45670,252539,0
4102,189973,1
28314,20139,0
44845,171324,1
20192,244973,0
38624,94193,1
33445,192332,1
16783,84515,0
15193,303175,0
24687,140148,0
41943,218875,1
36833,93655,0
12211,359438,0
36410,100390,0
12103,251113,0
44943,236414,0
49048,48632,0
22219,304864,1
38960,19912,0
21715,327558,1
25490,27108,0
10479,347340,0
34420,329795,1
11662,159307,0
8360,80404,0
25082,77813,0
830,354768,1
9857,211083,1
10322,173571,0
15434,310165,1
25277,28585,0
23807,224655,1
2161,126603,1
43988,27341,1
41677,322569,1
20122,307291,0
15592,312871,1
18750,95742,1
49091,158843,0
33346,213673,0
